year_month,ita_name,responses
2014-02,番組ch(フジ),33394.17857142857
2014-02,番組ch(朝日),36274.107142857145
2014-02,芸スポ速報+,39249.46428571428
2014-03,BS実況(無料),15535.032258064517
2014-03,ニュース速報,33622.74193548387
2014-03,ニュース速報+,84568.96774193548
2014-03,ニュー速VIP,304056.8387096774
2014-03,番組ch(NHK),46880.096774193546
2014-03,番組ch(TBS),26519.774193548386
2014-03,番組ch(フジ),45455.45161290323
2014-03,番組ch(朝日),37143.32258064516
2014-03,芸スポ速報+,30910.032258064515
2014-04,BS実況(無料),16636.766666666666
2014-04,ニュース速報,25002.866666666665
2014-04,ニュース速報+,76954.86666666667
2014-04,ニュー速VIP,247099.5
2014-04,番組ch(NHK),47132.76666666667
2014-04,番組ch(TBS),27417.433333333334
2014-04,番組ch(フジ),37686.666666666664
2014-04,番組ch(朝日),35526.566666666666
2014-04,芸スポ速報+,29623.566666666666
2014-05,BS実況(無料),16512.34375
2014-05,ニュース速報,28783.40625
2014-05,ニュース速報+,81962.40625
2014-05,ニュー速VIP,256420.65625
2014-05,番組ch(NHK),47204.0
2014-05,番組ch(TBS),26044.78125
2014-05,番組ch(フジ),32420.6875
2014-05,番組ch(朝日),37967.625
2014-05,芸スポ速報+,40465.0
2014-06,BS実況(無料),17454.866666666665
2014-06,ニュース速報,30102.666666666668
2014-06,ニュース速報+,86409.93333333333
2014-06,ニュー速VIP,257545.26666666666
2014-06,番組ch(NHK),66755.16666666667
2014-06,番組ch(TBS),30182.2
2014-06,番組ch(フジ),40292.86666666667
2014-06,番組ch(朝日),40827.833333333336
2014-06,芸スポ速報+,60786.833333333336
2014-07,BS実況(無料),16558.064516129034
2014-07,ニュース速報,32164.59259259259
2014-07,ニュース速報+,94615.58064516129
2014-07,ニュー速VIP,258823.4814814815
2014-07,番組ch(NHK),53586.53571428572
2014-07,番組ch(TBS),31402.37037037037
2014-07,番組ch(フジ),38274.607142857145
2014-07,番組ch(朝日),31660.58620689655
2014-07,芸スポ速報+,50677.77777777778
2014-08,BS実況(無料),16843.0
2014-08,ニュース速報,22642.814814814814
2014-08,ニュース速報+,97942.7741935484
2014-08,ニュー速VIP,186043.4
2014-08,番組ch(NHK),38942.96296296296
2014-08,番組ch(TBS),20053.037037037036
2014-08,番組ch(フジ),24924.714285714286
2014-08,番組ch(朝日),24026.25
2014-08,芸スポ速報+,40186.708333333336
2014-09,BS実況(無料),16887.0
2014-09,ニュース速報,31858.633333333335
2014-09,ニュース速報+,94164.46666666666
2014-09,ニュー速VIP,246851.33333333334
2014-09,番組ch(NHK),52567.0
2014-09,番組ch(TBS),30511.633333333335
2014-09,番組ch(フジ),35312.73333333333
2014-09,番組ch(朝日),39673.76666666667
2014-09,芸スポ速報+,52378.76666666667
2014-10,BS実況(無料),16849.612903225807
2014-10,ニュース速報,29076.83870967742
2014-10,ニュース速報+,96651.0
2014-10,ニュー速VIP,234660.29032258064
2014-10,番組ch(NHK),48927.48387096774
2014-10,番組ch(TBS),34099.25806451613
2014-10,番組ch(フジ),38837.16129032258
2014-10,番組ch(朝日),35510.16129032258
2014-10,芸スポ速報+,51311.032258064515
2014-11,BS実況(無料),18679.133333333335
2014-11,ニュース速報,26161.1
2014-11,ニュース速報+,88825.26666666666
2014-11,ニュー速VIP,236830.13333333333
2014-11,番組ch(NHK),51417.566666666666
2014-11,番組ch(TBS),27488.933333333334
2014-11,番組ch(フジ),37613.2
2014-11,番組ch(朝日),40325.23333333333
2014-11,芸スポ速報+,48182.066666666666
2014-12,BS実況(無料),15921.75
2014-12,ニュース速報,25729.666666666668
2014-12,ニュース速報+,83936.64516129032
2014-12,ニュー速VIP,193292.66666666666
2014-12,番組ch(NHK),45922.0
2014-12,番組ch(TBS),23531.722222222223
2014-12,番組ch(フジ),40722.77777777778
2014-12,番組ch(朝日),35156.444444444445
2014-12,芸スポ速報+,42426.22222222222
2015-01,BS実況(無料),17850.52380952381
2015-01,ニュース速報,26864.90322580645
2015-01,ニュース速報+,90567.32258064517
2015-01,ニュー速VIP,207576.26666666666
2015-01,番組ch(NHK),47182.32258064516
2015-01,番組ch(TBS),25921.09677419355
2015-01,番組ch(フジ),31647.41935483871
2015-01,番組ch(朝日),36557.8064516129
2015-01,芸スポ速報+,42768.58064516129
2015-02,BS実況(無料),19762.071428571428
2015-02,ニュース速報,30915.821428571428
2015-02,ニュース速報+,100448.25
2015-02,ニュー速VIP,245350.14285714287
2015-02,番組ch(NHK),49072.46428571428
2015-02,番組ch(TBS),27772.428571428572
2015-02,番組ch(フジ),35289.75
2015-02,番組ch(朝日),40485.892857142855
2015-02,芸スポ速報+,47198.96428571428
2015-03,BS実況(無料),18070.53125
2015-03,ニュース速報,25487.71875
2015-03,ニュース速報+,79770.28125
2015-03,ニュー速VIP,208542.625
2015-03,番組ch(NHK),46982.75
2015-03,番組ch(TBS),26732.84375
2015-03,番組ch(フジ),34553.90625
2015-03,番組ch(朝日),34807.125
2015-03,芸スポ速報+,40695.8125
2015-04,BS実況(無料),20811.633333333335
2015-04,ニュース速報,25854.5
2015-04,ニュース速報+,73511.5
2015-04,ニュー速VIP,187418.4
2015-04,番組ch(NHK),44229.933333333334
2015-04,番組ch(TBS),29749.733333333334
2015-04,番組ch(フジ),35283.433333333334
2015-04,番組ch(朝日),33844.433333333334
2015-04,芸スポ速報+,47932.13333333333
2015-05,BS実況(無料),19884.8064516129
2015-05,ニュース速報,28919.645161290322
2015-05,ニュース速報+,81098.64516129032
2015-05,ニュー速VIP,211548.5806451613
2015-05,番組ch(NHK),51259.77419354839
2015-05,番組ch(TBS),27842.41935483871
2015-05,番組ch(フジ),33267.87096774193
2015-05,番組ch(朝日),33698.0
2015-05,芸スポ速報+,45258.967741935485
2015-06,BS実況(無料),20925.7
2015-06,ニュース速報,30166.766666666666
2015-06,ニュース速報+,84626.9
2015-06,ニュー速VIP,206475.43333333332
2015-06,番組ch(NHK),47344.26666666667
2015-06,番組ch(TBS),29647.9
2015-06,番組ch(フジ),37697.96666666667
2015-06,番組ch(朝日),35561.433333333334
2015-06,芸スポ速報+,48513.23333333333
2015-07,BS実況(無料),21954.387096774193
2015-07,ニュース速報,33079.06451612903
2015-07,ニュース速報+,103110.90322580645
2015-07,ニュー速VIP,216816.7741935484
2015-07,番組ch(NHK),50441.032258064515
2015-07,番組ch(TBS),28252.064516129034
2015-07,番組ch(フジ),44848.645161290326
2015-07,番組ch(朝日),34343.032258064515
2015-07,芸スポ速報+,46068.22580645161
2015-08,BS実況(無料),21524.41935483871
2015-08,ニュース速報,36201.12903225807
2015-08,ニュース速報+,114589.6129032258
2015-08,ニュー速VIP,236493.5483870968
2015-08,番組ch(NHK),61619.77419354839
2015-08,番組ch(TBS),34129.645161290326
2015-08,番組ch(フジ),35848.93548387097
2015-08,番組ch(朝日),35497.32258064516
2015-08,芸スポ速報+,48701.3870967742
2015-09,BS実況(無料),21592.766666666666
2015-09,ニュース速報,37637.63333333333
2015-09,ニュース速報+,115319.9
2015-09,ニュー速VIP,219530.1
2015-09,番組ch(NHK),57953.46666666667
2015-09,番組ch(TBS),28840.866666666665
2015-09,番組ch(フジ),36117.46666666667
2015-09,番組ch(朝日),41604.3
2015-09,芸スポ速報+,50438.63333333333
2015-10,BS実況(無料),21884.064516129034
2015-10,ニュース速報,32325.516129032258
2015-10,ニュース速報+,85245.2258064516
2015-10,ニュー速VIP,206217.25806451612
2015-10,番組ch(NHK),46125.22580645161
2015-10,番組ch(TBS),31389.90322580645
2015-10,番組ch(フジ),34243.83870967742
2015-10,番組ch(朝日),33355.3870967742
2015-10,芸スポ速報+,48936.290322580644
2015-11,BS実況(無料),21902.7
2015-11,ニュース速報,33010.76666666667
2015-11,ニュース速報+,92381.96666666666
2015-11,ニュー速VIP,209040.26666666666
2015-11,番組ch(NHK),50190.3
2015-11,番組ch(TBS),32977.5
2015-11,番組ch(フジ),34166.066666666666
2015-11,番組ch(朝日),37136.96666666667
2015-11,芸スポ速報+,55111.86666666667
2015-12,BS実況(無料),20610.129032258064
2015-12,ニュース速報,31482.0
2015-12,ニュース速報+,86714.41935483871
2015-12,ニュー速VIP,188731.35483870967
2015-12,番組ch(NHK),51563.74193548387
2015-12,番組ch(TBS),32338.451612903227
2015-12,番組ch(フジ),37917.48387096774
2015-12,番組ch(朝日),36338.6129032258
2015-12,芸スポ速報+,50952.06451612903
2016-01,BS実況(無料),21752.322580645163
2016-01,ニュース速報,34456.3870967742
2016-01,ニュース速報+,91111.74193548386
2016-01,ニュー速VIP,194047.0
2016-01,番組ch(NHK),55768.290322580644
2016-01,番組ch(TBS),30948.870967741936
2016-01,番組ch(フジ),38442.032258064515
2016-01,番組ch(朝日),43480.096774193546
2016-01,芸スポ速報+,89153.32258064517
2016-02,BS実況(無料),22056.931034482757
2016-02,ニュース速報,34341.724137931036
2016-02,ニュース速報+,96972.37931034483
2016-02,ニュー速VIP,193254.62068965516
2016-02,番組ch(NHK),52517.379310344826
2016-02,番組ch(TBS),28302.172413793105
2016-02,番組ch(フジ),36833.206896551725
2016-02,番組ch(朝日),38717.51724137931
2016-02,芸スポ速報+,72094.41379310345
2016-03,BS実況(無料),20133.225806451614
2016-03,ニュース速報,35807.12903225807
2016-03,ニュース速報+,101641.06451612903
2016-03,ニュー速VIP,196730.61290322582
2016-03,番組ch(NHK),57536.77419354839
2016-03,番組ch(TBS),29018.09677419355
2016-03,番組ch(フジ),40811.83870967742
2016-03,番組ch(朝日),40403.903225806454
2016-03,芸スポ速報+,71071.87096774194
2016-04,BS実況(無料),23295.366666666665
2016-04,ニュース速報,40069.03333333333
2016-04,ニュース速報+,120349.8
2016-04,ニュー速VIP,192420.66666666666
2016-04,番組ch(NHK),63415.166666666664
2016-04,番組ch(TBS),32243.966666666667
2016-04,番組ch(フジ),39849.4
2016-04,番組ch(朝日),37041.76666666667
2016-04,芸スポ速報+,66431.03333333334
2016-05,BS実況(無料),23649.1935483871
2016-05,ニュース速報,40295.3870967742
2016-05,ニュース速報+,111812.06451612903
2016-05,ニュー速VIP,204396.61290322582
2016-05,番組ch(NHK),57276.25806451613
2016-05,番組ch(TBS),32968.645161290326
2016-05,番組ch(フジ),41110.709677419356
2016-05,番組ch(朝日),36892.93548387097
2016-05,芸スポ速報+,65090.096774193546
2016-06,BS実況(無料),21083.8
2016-06,ニュース速報,40387.2
2016-06,ニュース速報+,116128.2
2016-06,ニュー速VIP,191642.7
2016-06,番組ch(NHK),54037.8
2016-06,番組ch(TBS),31146.6
2016-06,番組ch(フジ),37481.2
2016-06,番組ch(朝日),40331.9
2016-06,芸スポ速報+,62269.73333333333
2016-07,BS実況(無料),25061.032258064515
2016-07,ニュース速報,44797.3870967742
2016-07,ニュース速報+,136788.0
2016-07,ニュー速VIP,181821.90322580645
2016-07,番組ch(NHK),56322.83870967742
2016-07,番組ch(TBS),31640.612903225807
2016-07,番組ch(フジ),41813.645161290326
2016-07,番組ch(朝日),36804.6129032258
2016-07,芸スポ速報+,59848.12903225807
2016-08,BS実況(無料),20186.322580645163
2016-08,ニュース速報,44603.0
2016-08,ニュース速報+,106641.8
2016-08,ニュー速VIP,158842.43333333332
2016-08,番組ch(NHK),95402.35483870968
2016-08,番組ch(TBS),31194.709677419356
2016-08,番組ch(フジ),36236.74193548387
2016-08,番組ch(朝日),38617.54838709677
2016-08,芸スポ速報+,91367.1
2016-09,BS実況(無料),22417.633333333335
2016-09,ニュース速報,41456.73333333333
2016-09,ニュース速報+,103061.93333333333
2016-09,ニュー速VIP,156126.4
2016-09,番組ch(NHK),53583.86666666667
2016-09,番組ch(TBS),28867.2
2016-09,番組ch(フジ),34829.333333333336
2016-09,番組ch(朝日),42419.76666666667
2016-09,芸スポ速報+,77797.16666666667
2016-10,BS実況(無料),22464.935483870966
2016-10,ニュース速報,38387.87096774193
2016-10,ニュース速報+,104938.70967741935
2016-10,ニュー速VIP,156186.09677419355
2016-10,番組ch(NHK),48670.16129032258
2016-10,番組ch(TBS),37838.25806451613
2016-10,番組ch(フジ),35986.903225806454
2016-10,番組ch(朝日),40693.1935483871
2016-10,芸スポ速報+,72201.6129032258
2016-11,BS実況(無料),21333.933333333334
2016-11,ニュース速報,36686.7
2016-11,ニュース速報+,105434.66666666667
2016-11,ニュー速VIP,146756.26666666666
2016-11,番組ch(NHK),54138.36666666667
2016-11,番組ch(TBS),31997.6
2016-11,番組ch(フジ),33423.2
2016-11,番組ch(朝日),39797.433333333334
2016-11,芸スポ速報+,65830.23333333334
2016-12,BS実況(無料),21010.322580645163
2016-12,ニュース速報,35550.87096774193
2016-12,ニュース速報+,99636.70967741935
2016-12,ニュー速VIP,153507.48387096773
2016-12,番組ch(NHK),57054.354838709674
2016-12,番組ch(TBS),36568.93548387097
2016-12,番組ch(フジ),43565.1935483871
2016-12,番組ch(朝日),43040.12903225807
2016-12,芸スポ速報+,74364.12903225806
2017-01,BS実況(無料),23172.548387096773
2017-01,ニュース速報,36151.6129032258
2017-01,ニュース速報+,110101.87096774194
2017-01,ニュー速VIP,162821.12903225806
2017-01,番組ch(NHK),55256.93548387097
2017-01,番組ch(TBS),34959.12903225807
2017-01,番組ch(フジ),36036.54838709677
2017-01,番組ch(朝日),44308.3870967742
2017-01,芸スポ速報+,68471.80645161291
2017-02,BS実況(無料),24194.214285714286
2017-02,ニュース速報,37164.96428571428
2017-02,ニュース速報+,116756.46428571429
2017-02,ニュー速VIP,160301.2857142857
2017-02,番組ch(NHK),49145.57142857143
2017-02,番組ch(TBS),32166.678571428572
2017-02,番組ch(フジ),35206.46428571428
2017-02,番組ch(朝日),41213.78571428572
2017-02,芸スポ速報+,69826.07142857143
2017-03,BS実況(無料),21664.548387096773
2017-03,ニュース速報,38122.77419354839
2017-03,ニュース速報+,132521.67741935485
2017-03,ニュー速VIP,160644.35483870967
2017-03,番組ch(NHK),52857.1935483871
2017-03,番組ch(TBS),37112.48387096774
2017-03,番組ch(フジ),36455.58064516129
2017-03,番組ch(朝日),48358.77419354839
2017-03,芸スポ速報+,59812.16129032258
2017-04,BS実況(無料),22345.266666666666
2017-04,ニュース速報,37730.96666666667
2017-04,ニュース速報+,104508.66666666667
2017-04,ニュー速VIP,146574.43333333332
2017-04,番組ch(NHK),48282.833333333336
2017-04,番組ch(TBS),31558.7
2017-04,番組ch(フジ),36314.03333333333
2017-04,番組ch(朝日),38551.5
2017-04,芸スポ速報+,54892.166666666664
2017-05,BS実況(無料),20916.8064516129
2017-05,ニュース速報,35665.48387096774
2017-05,ニュース速報+,103516.06451612903
2017-05,ニュー速VIP,157963.35483870967
2017-05,番組ch(NHK),48464.32258064516
2017-05,番組ch(TBS),30782.225806451614
2017-05,番組ch(フジ),33396.74193548387
2017-05,番組ch(朝日),36485.74193548387
2017-05,芸スポ速報+,58044.74193548387
2017-06,BS実況(無料),20669.1
2017-06,ニュース速報,36463.2
2017-06,ニュース速報+,98574.7
2017-06,ニュー速VIP,142087.53333333333
2017-06,番組ch(NHK),47638.0
2017-06,番組ch(TBS),30724.6
2017-06,番組ch(フジ),37747.86666666667
2017-06,番組ch(朝日),38125.833333333336
2017-06,芸スポ速報+,68085.16666666667
2017-07,BS実況(無料),24512.774193548386
2017-07,ニュース速報,36414.096774193546
2017-07,ニュース速報+,107910.70967741935
2017-07,ニュー速VIP,143107.83870967742
2017-07,番組ch(NHK),53115.096774193546
2017-07,番組ch(TBS),33246.87096774193
2017-07,番組ch(フジ),38057.6129032258
2017-07,番組ch(朝日),34325.25806451613
2017-07,芸スポ速報+,65665.48387096774
2017-08,BS実況(無料),22807.0
2017-08,ニュース速報,33216.096774193546
2017-08,ニュース速報+,97346.0
2017-08,ニュー速VIP,142898.16129032258
2017-08,番組ch(NHK),57233.354838709674
2017-08,番組ch(TBS),31867.451612903227
2017-08,番組ch(フジ),35154.709677419356
2017-08,番組ch(朝日),32350.25806451613
2017-08,芸スポ速報+,66638.93548387097
2017-09,BS実況(無料),24073.0
2017-09,ニュース速報,36171.86666666667
2017-09,ニュース速報+,109108.16666666667
2017-09,ニュー速VIP,142485.23333333334
2017-09,番組ch(NHK),51326.8
2017-09,番組ch(TBS),27236.166666666668
2017-09,番組ch(フジ),36513.63333333333
2017-09,番組ch(朝日),37388.4
2017-09,芸スポ速報+,68398.1
2017-10,BS実況(無料),25578.09677419355
2017-10,ニュース速報,35939.45161290323
2017-10,ニュース速報+,107334.96774193548
2017-10,ニュー速VIP,147118.70967741936
2017-10,番組ch(NHK),45538.45161290323
2017-10,番組ch(TBS),36714.3870967742
2017-10,番組ch(フジ),37409.48387096774
2017-10,番組ch(朝日),40410.12903225807
2017-10,芸スポ速報+,57402.12903225807
2017-11,BS実況(無料),24316.833333333332
2017-11,ニュース速報,36951.933333333334
2017-11,ニュース速報+,99686.03333333334
2017-11,ニュー速VIP,151092.56666666668
2017-11,番組ch(NHK),49279.0
2017-11,番組ch(TBS),28754.033333333333
2017-11,番組ch(フジ),34866.4
2017-11,番組ch(朝日),40469.26666666667
2017-11,芸スポ速報+,68360.23333333334
2017-12,BS実況(無料),24673.645161290322
2017-12,ニュース速報,33161.0
2017-12,ニュース速報+,93215.6129032258
2017-12,ニュー速VIP,144663.4193548387
2017-12,番組ch(NHK),51024.06451612903
2017-12,番組ch(TBS),32705.548387096773
2017-12,番組ch(フジ),41086.354838709674
2017-12,番組ch(朝日),38583.67741935484
2017-12,芸スポ速報+,61764.354838709674
2018-01,BS実況(無料),26026.8064516129
2018-01,ニュース速報,34475.3870967742
2018-01,ニュース速報+,101297.3870967742
2018-01,ニュー速VIP,140395.51612903227
2018-01,番組ch(NHK),51775.8064516129
2018-01,番組ch(TBS),31639.516129032258
2018-01,番組ch(フジ),33791.87096774193
2018-01,番組ch(朝日),42264.58064516129
2018-01,芸スポ速報+,65526.51612903226
2018-02,BS実況(無料),23195.428571428572
2018-02,ニュース速報,33866.07142857143
2018-02,ニュース速報+,106312.75
2018-02,ニュー速VIP,131233.57142857142
2018-02,番組ch(NHK),78761.75
2018-02,番組ch(TBS),29295.071428571428
2018-02,番組ch(フジ),32783.71428571428
2018-02,番組ch(朝日),38767.32142857143
2018-02,芸スポ速報+,74450.71428571429
2018-03,BS実況(無料),23052.9
2018-03,ニュース速報,34233.76666666667
2018-03,ニュース速報+,100952.7
2018-03,ニュー速VIP,135277.96666666667
2018-03,番組ch(NHK),47701.933333333334
2018-03,番組ch(TBS),29436.533333333333
2018-03,番組ch(フジ),36704.5
2018-03,番組ch(朝日),36566.63333333333
2018-03,芸スポ速報+,65326.23333333333
2018-04,BS実況(無料),24199.733333333334
2018-04,ニュース速報,35491.13333333333
2018-04,ニュース速報+,107835.2
2018-04,ニュー速VIP,140199.5
2018-04,番組ch(NHK),48747.666666666664
2018-04,番組ch(TBS),32480.7
2018-04,番組ch(フジ),40690.46666666667
2018-04,番組ch(朝日),36988.86666666667
2018-04,芸スポ速報+,77802.63333333333
2018-05,BS実況(無料),22189.032258064515
2018-05,ニュース速報,37651.77419354839
2018-05,ニュース速報+,109727.29032258065
2018-05,ニュー速VIP,144526.2258064516
2018-05,番組ch(NHK),50150.77419354839
2018-05,番組ch(TBS),29987.290322580644
2018-05,番組ch(フジ),38565.93548387097
2018-05,番組ch(朝日),38759.032258064515
2018-05,芸スポ速報+,84014.06451612903
2018-06,BS実況(無料),19483.5
2018-06,ニュース速報,40512.5
2018-06,ニュース速報+,107679.66666666667
2018-06,ニュー速VIP,145366.23333333334
2018-06,番組ch(NHK),66954.33333333333
2018-06,番組ch(TBS),29370.466666666667
2018-06,番組ch(フジ),39388.36666666667
2018-06,番組ch(朝日),35031.76666666667
2018-06,芸スポ速報+,94124.7
2018-07,BS実況(無料),23113.1935483871
2018-07,ニュース速報,42823.032258064515
2018-07,ニュース速報+,114044.2258064516
2018-07,ニュー速VIP,151200.09677419355
2018-07,番組ch(NHK),65869.54838709677
2018-07,番組ch(TBS),37541.096774193546
2018-07,番組ch(フジ),34769.06451612903
2018-07,番組ch(朝日),37043.58064516129
2018-07,芸スポ速報+,77560.80645161291
2018-08,BS実況(無料),21045.774193548386
2018-08,ニュース速報,38743.06451612903
2018-08,ニュース速報+,109510.87096774194
2018-08,ニュー速VIP,155068.09677419355
2018-08,番組ch(NHK),63352.45161290323
2018-08,番組ch(TBS),29536.322580645163
2018-08,番組ch(フジ),33289.83870967742
2018-08,番組ch(朝日),36337.3870967742
2018-08,芸スポ速報+,69014.12903225806
2018-09,BS実況(無料),22746.233333333334
2018-09,ニュース速報,38021.26666666667
2018-09,ニュース速報+,112317.0
2018-09,ニュー速VIP,143066.76666666666
2018-09,番組ch(NHK),59110.333333333336
2018-09,番組ch(TBS),32942.23333333333
2018-09,番組ch(フジ),40261.066666666666
2018-09,番組ch(朝日),41586.566666666666
2018-09,芸スポ速報+,84240.7
2018-10,BS実況(無料),24049.09677419355
2018-10,ニュース速報,34183.1935483871
2018-10,ニュース速報+,107130.6129032258
2018-10,ニュー速VIP,130838.93548387097
2018-10,番組ch(NHK),49076.41935483871
2018-10,番組ch(TBS),32434.548387096773
2018-10,番組ch(フジ),33340.87096774193
2018-10,番組ch(朝日),37565.06451612903
2018-10,芸スポ速報+,63216.83870967742
2018-11,BS実況(無料),24914.733333333334
2018-11,ニュース速報,34314.433333333334
2018-11,ニュース速報+,119044.16666666667
2018-11,ニュー速VIP,131983.63333333333
2018-11,番組ch(NHK),50008.53333333333
2018-11,番組ch(TBS),29253.133333333335
2018-11,番組ch(フジ),35355.53333333333
2018-11,番組ch(朝日),36964.5
2018-11,芸スポ速報+,64024.86666666667
2018-12,BS実況(無料),23427.0
2018-12,ニュース速報,31732.16129032258
2018-12,ニュース速報+,107414.06451612903
2018-12,ニュー速VIP,122119.87096774194
2018-12,番組ch(NHK),52515.6129032258
2018-12,番組ch(TBS),34407.06451612903
2018-12,番組ch(フジ),38268.709677419356
2018-12,番組ch(朝日),38206.709677419356
2018-12,芸スポ速報+,61193.096774193546
2019-01,BS実況(無料),23025.1935483871
2019-01,ニュース速報,34850.87096774193
2019-01,ニュース速報+,121491.54838709677
2019-01,ニュー速VIP,124819.87096774194
2019-01,番組ch(NHK),56989.67741935484
2019-01,番組ch(TBS),31827.354838709678
2019-01,番組ch(フジ),35854.54838709677
2019-01,番組ch(朝日),44070.645161290326
2019-01,芸スポ速報+,75501.16129032258
2019-02,BS実況(無料),23610.321428571428
2019-02,ニュース速報,35147.17857142857
2019-02,ニュース速報+,129573.35714285714
2019-02,ニュー速VIP,127477.57142857143
2019-02,番組ch(NHK),51596.0
2019-02,番組ch(TBS),31679.5
2019-02,番組ch(フジ),35632.21428571428
2019-02,番組ch(朝日),39109.75
2019-02,芸スポ速報+,66963.0
2019-03,BS実況(無料),22584.483870967742
2019-03,ニュース速報,32976.83870967742
2019-03,ニュース速報+,116041.90322580645
2019-03,ニュー速VIP,127840.96774193548
2019-03,番組ch(NHK),54766.32258064516
2019-03,番組ch(TBS),29160.612903225807
2019-03,番組ch(フジ),35669.45161290323
2019-03,番組ch(朝日),37356.032258064515
2019-03,芸スポ速報+,68701.6129032258
2019-04,BS実況(無料),21838.333333333332
2019-04,ニュース速報,32772.933333333334
2019-04,ニュース速報+,120355.06666666667
2019-04,ニュー速VIP,124818.06666666667
2019-04,番組ch(NHK),57017.666666666664
2019-04,番組ch(TBS),29697.5
2019-04,番組ch(フジ),34278.53333333333
2019-04,番組ch(朝日),37145.96666666667
2019-04,芸スポ速報+,67493.3
2019-05,BS実況(無料),21055.41935483871
2019-05,ニュース速報,37866.0
2019-05,ニュース速報+,132842.93548387097
2019-05,ニュー速VIP,135880.4516129032
2019-05,番組ch(NHK),55610.83870967742
2019-05,番組ch(TBS),29500.354838709678
2019-05,番組ch(フジ),36361.12903225807
2019-05,番組ch(朝日),40209.41935483871
2019-05,芸スポ速報+,68587.87096774194
2019-06,BS実況(無料),20335.566666666666
2019-06,ニュース速報,37644.53333333333
2019-06,ニュース速報+,136552.3
2019-06,ニュー速VIP,133980.56666666668
2019-06,番組ch(NHK),51968.86666666667
2019-06,番組ch(TBS),31239.233333333334
2019-06,番組ch(フジ),39556.53333333333
2019-06,番組ch(朝日),37886.96666666667
2019-06,芸スポ速報+,84839.33333333333
2019-07,BS実況(無料),23628.870967741936
